1	46968	32012	38008	40008	46008	1.34	155600	278
1	46934	32012	38008	40006	46006	0.6	0	0
1	46371	32012	38006	40003	46003	1.94	21000	808
1	42002	32011	38005	40002	46002	2.23	16170	1580
1	47224	32012	38009	40008	46008	1.93	25.71	250
1	77293	32019	38014	40015	46013	3.38	53030	1705
1	68556	32017	38012	40013	46012	3.27	116300	621
1	68267	32017	38011	40011	46011	3.24	5687	770
1	72892	32018	38013	40012	46012	3.22	115500	663
1	68796	32017	38013	40012	46012	3.15	109700	638
1	77277	32019	38014	40014	46013	3.14	230800	1617
1	73181	32018	38014	40014	46013	3.05	312700	1528
1	77260	32019	38014	40013	46012	3.04	113400	1002
1	77004	32019	38013	40013	46012	3.02	233400	694
1	68540	32017	38012	40012	46012	3.01	241000	536
1	76715	32019	38012	40011	46011	3	21680	651
1	76731	32019	38012	40012	46011	2.98	44740	672
1	77276	32019	38014	40014	46012	2.94	63100	1280
1	72362	32018	38011	40011	46010	2.93	63960	485
1	72635	32018	38012	40012	46011	2.93	677700	647
1	72908	32018	38013	40013	46012	2.91	849900	683
1	76987	32019	38013	40012	46011	2.87	279500	835
1	63898	32016	38010	40010	46010	2.86	60330	485
1	64443	32016	38012	40012	46011	2.79	1.659e+06	585
1	64171	32016	38011	40011	46011	2.79	1.144e+06	738
1	72602	32018	38012	40010	46010	2.78	91740	378
1	76714	32019	38012	40011	46010	2.78	271600	408
1	76425	32019	38011	40009	46009	2.77	69080	381
1	76698	32019	38012	40010	46010	2.77	49990	395
1	72346	32018	38011	40010	46010	2.72	228200	472
1	68523	32017	38012	40011	46011	2.71	795700	618
1	72619	32018	38012	40011	46011	2.7	203900	626
1	76697	32019	38012	40010	46009	2.67	119300	323
1	76441	32019	38011	40010	46009	2.66	127400	393
1	72618	32018	38012	40011	46010	2.66	868700	404
1	76152	32019	38010	40008	46008	2.65	38680	762
1	67993	32017	38010	40010	46009	2.64	15060	421
1	76134	32019	38010	40007	46006	2.64	35840	753
1	76424	32019	38011	40009	46008	2.63	153000	725
1	75878	32019	38009	40007	46006	2.63	26620	489
1	64427	32016	38012	40011	46011	2.62	851900	574
1	68250	32017	38011	40010	46010	2.62	1.466e+06	456
1	72328	32018	38011	40009	46008	2.58	315800	691
1	68266	32017	38011	40011	46010	2.58	1.486e+06	468
1	68522	32017	38012	40011	46010	2.57	1.095e+06	389
1	72891	32018	38013	40012	46011	2.57	393200	795
1	76151	32019	38010	40008	46007	2.55	80280	1063
1	68539	32017	38012	40012	46011	2.55	2.196e+06	629
1	75845	32019	38009	40005	46005	2.55	28790	659
1	68249	32017	38011	40010	46009	2.54	2.151e+06	367
1	63897	32016	38010	40010	46009	2.53	2.516e+06	405
1	75861	32019	38009	40006	46005	2.53	40040	699
1	72056	32018	38010	40008	46008	2.53	268600	732
1	60058	32015	38011	40010	46010	2.52	2.721e+06	381
1	72329	32018	38011	40009	46009	2.51	315000	367
1	59802	32015	38010	40010	46010	2.49	3.377e+06	447
1	75589	32019	38008	40005	46005	2.48	13140	682
1	67976	32017	38010	40009	46008	2.47	1.331e+06	744
1	71765	32018	38009	40006	46005	2.47	100600	667
1	72039	32018	38010	40007	46007	2.46	179000	1214
1	71783	32018	38009	40007	46007	2.46	115900	848
1	72345	32018	38011	40010	46009	2.46	710000	379
1	71782	32018	38009	40007	46006	2.46	163400	478
1	68233	32017	38011	40009	46009	2.45	657700	360
1	71509	32018	38008	40006	46005	2.44	27280	719
1	75299	32019	38007	40003	46003	2.44	16350	1334
1	67977	32017	38010	40009	46009	2.44	749500	418
1	72072	32018	38010	40009	46008	2.44	263800	767
1	75572	32019	38008	40004	46004	2.43	35710	991
1	75862	32019	38009	40006	46006	2.42	52890	491
1	64153	32016	38011	40010	46009	2.4	2.822e+06	353
1	59529	32015	38009	40009	46009	2.39	321600	257
1	71492	32018	38008	40005	46004	2.39	51010	865
1	64154	32016	38011	40010	46010	2.38	3.952e+06	427
1	59801	32015	38010	40010	46009	2.38	6.524e+06	355
1	71476	32018	38008	40004	46004	2.37	103300	958
1	71203	32018	38007	40003	46003	2.36	84420	1295
1	71766	32018	38009	40006	46006	2.36	182400	463
1	64170	32016	38011	40011	46010	2.36	4.06e+06	448
1	71220	32018	38007	40004	46004	2.36	30190	992
1	72055	32018	38010	40008	46007	2.36	281600	1012
1	63880	32016	38010	40009	46008	2.35	3.594e+06	676
1	76135	32019	38010	40007	46007	2.35	52290	1268
1	68812	32017	38013	40013	46012	2.34	925800	661
1	67414	32017	38008	40006	46006	2.32	329000	472
1	67960	32017	38010	40008	46008	2.32	1.265e+06	728
1	63864	32016	38010	40008	46008	2.31	3.084e+06	671
1	67703	32017	38009	40008	46007	2.31	322800	646
1	67396	32017	38008	40005	46004	2.31	171000	856
1	67959	32017	38010	40008	46007	2.3	646900	1011
1	67686	32017	38009	40007	46006	2.3	588900	450
1	63881	32016	38010	40009	46009	2.29	5.394e+06	380
1	67413	32017	38008	40006	46005	2.27	218400	683
1	63335	32016	38008	40007	46007	2.27	105400	760
1	67397	32017	38008	40005	46005	2.25	618300	640
1	67687	32017	38009	40007	46007	2.24	1.086e+06	808
1	59528	32015	38009	40009	46008	2.24	3.265e+06	433
1	59784	32015	38010	40009	46008	2.24	4.639e+06	618
1	55689	32014	38010	40009	46009	2.23	7.127e+06	267
1	63317	32016	38008	40006	46005	2.23	719300	634
1	66851	32017	38006	40003	46003	2.22	90000	1655
1	63607	32016	38009	40008	46007	2.2	2.218e+06	606
1	63608	32016	38009	40008	46008	2.19	2.155e+06	444
1	71493	32018	38008	40005	46005	2.18	138000	667
1	67124	32017	38007	40004	46004	2.18	348000	968
1	67670	32017	38009	40006	46006	2.17	647000	455
1	62739	32016	38006	40002	46003	2.17	152100	1667
1	63590	32016	38009	40007	46006	2.17	1.106e+06	435
1	59785	32015	38010	40009	46009	2.17	1.432e+07	332
1	63301	32016	38008	40005	46005	2.15	1.933e+06	586
1	59511	32015	38009	40008	46007	2.14	5.016e+06	541
1	67107	32017	38007	40003	46003	2.14	279000	1246
1	63591	32016	38009	40007	46007	2.12	4.339e+06	761
1	59512	32015	38009	40008	46008	2.12	1.733e+07	401
1	63334	32016	38008	40007	46006	2.1	352200	437
1	58966	32015	38007	40006	46006	2.09	206400	370
1	63044	32016	38007	40005	46004	2.09	168000	778
1	63318	32016	38008	40006	46006	2.08	3.056e+06	444
1	62755	32016	38006	40003	46003	2.05	795500	1506
1	63028	32016	38007	40004	46004	2.05	2.008e+06	869
1	58933	32015	38007	40004	46005	2.05	652600	557
1	55432	32014	38009	40009	46008	2.04	7.907e+06	333
1	55433	32014	38009	40009	46009	2.03	7.472e+06	212
1	59768	32015	38010	40008	46008	2.02	846200	607
1	59495	32015	38009	40007	46007	2.02	1.161e+07	684
1	63045	32016	38007	40005	46005	2.01	768500	557
1	63574	32016	38009	40006	46006	2	451000	430
1	59238	32015	38008	40007	46006	1.99	2.633e+06	375
1	59239	32015	38008	40007	46007	1.99	6.769e+06	670
1	55160	32014	38008	40008	46008	1.98	1.445e+06	331
1	59205	32015	38008	40005	46005	1.98	2.454e+06	512
1	63011	32016	38007	40003	46003	1.97	461600	1142
1	55415	32014	38009	40008	46007	1.96	5.009e+06	413
1	54836	32014	38007	40004	46004	1.95	5.696e+06	606
1	55127	32014	38008	40006	46007	1.95	1.094e+06	480
1	55159	32014	38008	40008	46007	1.93	2.082e+06	438
1	58949	32015	38007	40005	46005	1.92	7.827e+06	498
1	59221	32015	38008	40006	46005	1.92	1.22e+06	555
1	55142	32014	38008	40007	46006	1.91	2.337e+06	329
1	58643	32015	38006	40002	46003	1.89	976800	1441
1	58642	32015	38006	40002	46002	1.89	1.118e+06	1816
1	55416	32014	38009	40008	46008	1.87	3.897e+07	303
1	58676	32015	38006	40004	46004	1.85	1.176e+06	1031
1	55399	32014	38009	40007	46007	1.84	5.026e+06	508
1	54291	32014	38005	40002	46003	1.83	3.78e+06	1240
1	55126	32014	38008	40006	46006	1.83	2.911e+07	315
1	54273	32014	38005	40001	46001	1.82	2.081e+06	1950
1	58932	32015	38007	40004	46004	1.81	5.757e+06	761
1	54581	32014	38006	40004	46005	1.8	815100	639
1	51048	32013	38008	40007	46008	1.79	959800	473
1	51063	32013	38008	40008	46007	1.79	2.335e+06	540
1	54870	32014	38007	40006	46006	1.79	1.476e+07	295
1	58660	32015	38006	40003	46004	1.78	626000	1324
1	54274	32014	38005	40001	46002	1.76	3.192e+06	1795
1	54307	32014	38005	40003	46003	1.76	1.335e+06	1170
1	59222	32015	38008	40006	46006	1.75	1.272e+07	383
1	54563	32014	38006	40003	46003	1.72	1.163e+07	998
1	58659	32015	38006	40003	46003	1.72	3.91e+06	1338
1	55143	32014	38008	40007	46007	1.72	4.685e+07	524
1	54837	32014	38007	40004	46005	1.7	4.261e+06	441
1	54564	32014	38006	40003	46004	1.7	4.687e+06	1024
1	54580	32014	38006	40004	46004	1.7	1.484e+07	822
1	54853	32014	38007	40005	46005	1.7	2.954e+07	403
1	54290	32014	38005	40002	46002	1.69	7.833e+06	1582
1	51320	32013	38009	40008	46008	1.67	1.169e+07	372
1	54854	32014	38007	40005	46006	1.66	3.716e+06	301
1	51031	32013	38008	40006	46007	1.63	7.054e+06	597
1	51064	32013	38008	40008	46008	1.61	1.179e+07	406
1	50758	32013	38007	40005	46006	1.59	2.046e+07	341
1	50757	32013	38007	40005	46005	1.57	6.063e+07	457
1	50194	32013	38005	40002	46002	1.57	1.971e+07	1925
1	50791	32013	38007	40007	46007	1.56	800800	626
1	50775	32013	38007	40006	46007	1.55	3.876e+06	586
1	50484	32013	38006	40004	46004	1.54	5.444e+07	945
1	50501	32013	38006	40005	46005	1.53	1.912e+07	662
1	51030	32013	38008	40006	46006	1.53	1.701e+07	367
1	50467	32013	38006	40003	46003	1.53	1.055e+07	1223
1	50468	32013	38006	40003	46004	1.52	1.992e+07	1237
1	50212	32013	38005	40003	46004	1.52	3.66e+06	1694
1	46098	32012	38005	40002	46002	1.5	1.343e+07	1264
1	50195	32013	38005	40002	46003	1.5	1.748e+07	1551
1	46372	32012	38006	40003	46004	1.48	9.25e+06	799
1	50211	32013	38005	40003	46003	1.45	2.375e+07	1443
1	50485	32013	38006	40004	46005	1.44	2.148e+07	748
1	51047	32013	38008	40007	46007	1.43	7.831e+07	628
1	50774	32013	38007	40006	46006	1.43	8.521e+07	348
1	45825	32012	38004	40001	46001	1.4	2.06e+07	1984
1	45826	32012	38004	40001	46002	1.38	4.987e+07	1891
1	45843	32012	38004	40002	46003	1.33	7.199e+06	1852
1	46099	32012	38005	40002	46003	1.33	5.95e+07	1031
1	46661	32012	38007	40005	46005	1.24	2.228e+07	322
1	46132	32012	38005	40004	46004	1.22	1.557e+07	852
1	46116	32012	38005	40003	46004	1.2	6.563e+07	1156
1	45842	32012	38004	40002	46002	1.17	3.151e+07	1777
1	46389	32012	38006	40004	46005	1.14	7.071e+07	545
1	46388	32012	38006	40004	46004	1.12	9.06e+07	619
1	42003	32011	38005	40002	46003	1.09	3.779e+07	1313
1	46115	32012	38005	40003	46003	1.08	6.843e+07	986
1	46405	32012	38006	40005	46005	1.05	1.027e+08	483
1	46695	32012	38007	40007	46007	0.985	5.216e+06	418
1	46406	32012	38006	40005	46006	0.968	7.976e+06	277
1	46662	32012	38007	40005	46006	0.968	3.771e+07	233
1	42566	32011	38007	40005	46006	0.968	1.456e+06	281
1	46679	32012	38007	40006	46007	0.916	9.142e+06	397
1	42019	32011	38005	40003	46003	0.874	9.34e+07	1290
1	46678	32012	38007	40006	46006	0.846	7.848e+07	257
1	41763	32011	38004	40003	46003	0.827	4.721e+06	1826
1	46951	32012	38008	40007	46007	0.763	1.121e+07	422
1	42292	32011	38006	40004	46004	0.743	2.029e+07	824
1	72924	32018	38013	40014	46012	3.29	27270	895
1	64187	32016	38011	40012	46011	3.28	58670	715
1	77003	32019	38013	40013	46011	3.06	50310	837
1	63624	32016	38009	40009	46008	2.8	1243	467
1	76168	32019	38010	40009	46008	2.71	4759	797
1	75588	32019	38008	40005	46004	2.51	12000	917
1	60074	32015	38011	40011	46010	2.4	2.14e+06	376
1	67704	32017	38009	40008	46008	2.31	25480	472
1	70913	32018	38006	40001	46001	2.21	36800	3255
1	66561	32017	38005	40001	46001	2.2	69090	3491
1	54869	32014	38007	40006	46005	2.17	494800	420
1	62466	32016	38005	40001	46002	2.13	120600	2860
1	51046	32013	38008	40007	46006	2.13	294800	376
1	58387	32015	38005	40002	46003	2.06	82560	1661
1	62482	32016	38005	40002	46002	2.05	104300	2434
1	62465	32016	38005	40001	46001	2.04	434000	3138
1	54597	32014	38006	40005	46005	2.02	14300	560
1	58113	32015	38004	40001	46001	2	55340	3410
1	58370	32015	38005	40001	46002	1.95	798600	2365
1	58386	32015	38005	40002	46002	1.87	1.62e+06	2080
1	54018	32014	38004	40001	46002	1.82	252400	2388
1	54017	32014	38004	40001	46001	1.8	1.906e+06	2541
1	58369	32015	38005	40001	46001	1.72	1.373e+06	2622
1	50178	32013	38005	40001	46002	1.7	3.514e+06	2203
1	49922	32013	38004	40001	46002	1.61	7.858e+06	2971
1	49938	32013	38004	40002	46002	1.59	665200	2804
1	49921	32013	38004	40001	46001	1.51	7.807e+06	3124
1	41729	32011	38004	40001	46001	1.35	5.329e+06	2510
1	46422	32012	38006	40006	46006	1.27	285.1	278
1	41730	32011	38004	40001	46002	1.12	3.563e+07	2441
