-52736	13	14	16	16	1	2	1.162	2.599	1.642	0.232	91263.4	2741590.0	119	176	2	None
-52479	13	13	16	15	1	2	1.091	2.594	1.628	0.242	208683.0	6710400.0	250	387	7	None
-52463	13	13	15	15	1	1	0.934	2.794	1.576	0.251	192857.0	4905880.0	267	346	4	None
-52446	13	13	14	14	1	1	0.825	2.378	1.362	0.232	96894.8	4189150.0	245	339	5	None
-52190	13	12	14	14	1	1	0.904	3.015	1.542	0.257	90886.0	5236860.0	218	468	1	None
-48640	12	14	16	16	1	2	1.460	3.014	1.888	0.254	61597.8	461615.0	83	38	3	None
-48384	12	13	16	16	1	2	1.308	3.763	2.004	0.255	83737.4	1420430.0	101	130	2	None
-48383	12	13	16	15	1	2	1.340	3.658	1.936	0.253	265414.0	3039980.0	331	305	3	None
-48367	12	13	15	15	1	2	1.354	3.261	1.938	0.251	224071.0	3249440.0	261	291	1	None
-48366	12	13	15	14	1	2	1.237	3.118	1.863	0.246	184466.0	2478180.0	245	199	6	None
-48110	12	12	15	14	1	2	1.361	2.794	1.947	0.230	78829.9	2343980.0	166	219	0	None
-48094	12	12	14	14	1	2	1.294	3.501	1.920	0.239	205692.0	6321860.0	433	590	1	None
-48093	12	12	14	13	1	2	1.256	3.389	1.865	0.250	209349.0	5279780.0	455	507	2	None
-48077	12	12	13	13	1	2	1.216	3.093	1.813	0.229	142661.0	3791980.0	438	504	2	None
-47821	12	11	13	13	1	2	1.212	3.749	1.932	0.256	106407.0	5023020.0	358	584	0	None
-47820	12	11	13	12	1	2	1.173	2.874	1.836	0.252	142053.0	3755090.0	514	654	1	None
-47804	12	11	12	12	1	1	0.969	3.361	1.834	0.254	191572.0	9159390.0	1124	1755	4	None
-47803	12	11	12	11	1	2	1.067	2.693	1.716	0.231	24968.0	1456540.0	326	525	0	None
-47787	12	11	11	11	1	2	1.081	2.111	1.571	0.202	2448.98	173554.0	67	125	0	None
-47547	12	10	12	11	1	2	1.395	2.915	1.958	0.221	19782.5	1352170.0	178	321	0	None
-47531	12	10	11	11	1	2	1.024	3.315	1.865	0.269	54382.8	5354740.0	988	2613	0	None
-47530	12	10	11	10	1	2	1.128	2.986	1.916	0.270	2021.89	588071.0	92	438	0	None
-47514	12	10	10	10	1	2	1.034	3.163	1.986	0.255	1821.3	643713.0	118	952	0	None
-47258	12	9	10	10	1	2	1.270	3.001	2.107	0.222	319.356	365516.0	26	750	0	None
-44288	11	13	16	16	1	3	1.629	4.108	2.275	0.289	58322.6	827244.0	122	132	0	None
-44287	11	13	16	15	1	3	1.658	4.011	2.237	0.300	106895.0	915008.0	164	172	1	None
-44271	11	13	15	15	1	3	1.613	2.947	2.156	0.234	106002.0	498805.0	157	80	0	None
-44015	11	12	15	15	1	3	1.707	3.693	2.280	0.255	48085.0	811209.0	102	156	1	None
-44014	11	12	15	14	1	3	1.546	3.716	2.201	0.271	145366.0	1148860.0	220	169	2	None
-43998	11	12	14	14	1	3	1.648	3.915	2.216	0.271	179306.0	2545020.0	364	355	1	None
-43997	11	12	14	13	1	3	1.608	3.543	2.158	0.246	71615.9	525892.0	178	95	1	None
-43981	11	12	13	13	1	3	1.668	2.732	2.084	0.214	15662.6	70262.2	41	14	1	None
-43741	11	11	14	13	1	3	1.746	4.068	2.283	0.260	39382.8	847296.0	81	131	0	None
-43725	11	11	13	13	1	2	1.421	3.860	2.228	0.281	232043.0	3765580.0	583	611	0	None
-43724	11	11	13	12	1	3	1.589	4.310	2.196	0.271	87697.6	1132190.0	270	241	1	None
-43708	11	11	12	12	1	3	1.635	4.627	2.191	0.268	195589.0	3150010.0	683	577	2	None
-43452	11	10	12	12	1	3	1.599	3.421	2.281	0.253	101464.0	2454670.0	426	587	2	None
-43451	11	10	12	11	1	3	1.545	3.138	2.219	0.252	44734.9	999504.0	275	267	0	None
-43435	11	10	11	11	1	2	1.366	4.340	2.271	0.261	219883.0	5444240.0	1629	1794	0	None
-43434	11	10	11	10	1	3	1.658	3.079	2.257	0.239	9657.48	459624.0	153	152	0	None
-43418	11	10	10	10	1	3	1.518	3.214	2.236	0.230	16090.4	603022.0	328	387	0	None
