-94189	23	16	15	13	-1	7	3.557	4.718	4.198	0.280	30.2766	6.9742	29	3	11	None
-93933	23	15	15	13	-1	7	3.994	4.834	4.320	0.200	13.2445	0.0	29	0	8	None
-93916	23	15	14	12	-1	6	3.401	4.709	4.093	0.273	106.195	0.7649	53	1	6	None
-93643	23	14	13	11	-1	6	3.364	4.593	3.849	0.237	94.3574	2.3545	30	1	3	None
-93627	23	14	12	11	-1	6	3.475	4.271	3.845	0.215	142.81	0.4986	38	1	2	None
-93354	23	13	11	10	-1	6	3.363	4.860	3.721	0.287	63.0805	0.0	44	0	1	None 
-89837	22	15	15	13	-1	7	3.674	5.188	4.383	0.305	84.2676	19.7266	83	6	6	None
-89820	22	15	14	12	-1	6	3.401	4.835	4.139	0.286	108.665	6.1463	59	7	6	None
-89564	22	14	14	12	-1	7	3.853	4.835	4.191	0.268	92.1973	0.0	24	0	3	None
-89548	22	14	13	12	-1	6	3.498	4.823	4.072	0.248	83.2784	16.1156	85	5	4	None
-89547	22	14	13	11	-1	7	3.580	4.715	4.028	0.262	99.1491	7.7251	49	5	2	None
-89531	22	14	12	11	-1	6	3.256	4.715	3.939	0.266	125.621	42.6246	56	11	3	None
-89275	22	13	12	11	-1	7	3.500	4.455	3.932	0.247	80.31	0.3158	33	1	1	None
-89274	22	13	12	10	-1	6	3.184	4.253	3.865	0.258	84.8636	4.4225	24	3	1	None
-89258	22	13	11	10	-1	6	3.295	4.452	3.784	0.236	137.557	45.7697	74	6	0	None
-88985	22	12	10	9	-1	6	3.146	4.149	3.648	0.226	122.123	0.0	73	0	0	None
-88968	22	12	9	8	-1	6	3.172	4.505	3.641	0.281	183.023	5.2493	35	2	0	None
-88695	22	11	8	7	-1	5	2.945	4.036	3.445	0.241	68.0795	2.8715	34	2	0	None
-85742	21	15	15	14	-1	7	3.769	5.791	4.684	0.348	157.793	191.359	170	25	9	None
-85741	21	15	15	13	-1	7	3.754	5.277	4.445	0.276	113.536	142.005	128	28	8	None
-85725	21	15	14	13	-1	6	3.469	4.905	4.308	0.276	251.342	81.4365	135	37	9	None
-85469	21	14	14	13	-1	7	3.669	4.841	4.328	0.261	109.534	3.9591	77	3	4	None
-85468	21	14	14	12	-1	7	3.663	4.863	4.205	0.282	170.346	111.119	89	9	4	None
-85452	21	14	13	12	-1	6	3.309	5.207	4.065	0.300	442.484	281.511	165	33	3	None
-85451	21	14	13	11	-1	6	3.378	4.886	3.959	0.276	129.627	168.666	47	8	4	None
-85435	21	14	12	11	-1	6	3.334	5.468	3.900	0.330	34.8473	104.182	24	22	2	None
-85179	21	13	12	11	-1	6	3.246	4.638	3.920	0.261	428.034	75.4389	172	23	3	None
-85178	21	13	12	10	-1	6	3.246	4.395	3.808	0.281	186.601	93.0916	30	11	1	None
-85162	21	13	11	10	-1	5	2.801	4.706	3.750	0.283	970.872	117.784	114	24	1	None
