41473	11	3	1	1	-1	2	1.188	2.375	1.666	0.229	49830.9	1264920.0	52	67	2	None
41474	11	3	1	2	-1	1	0.892	2.439	1.528	0.228	111305.0	1562710.0	128	112	2	None
41730	11	4	1	2	-1	2	1.015	3.214	1.620	0.240	384325.0	9932570.0	433	601	0	None
41746	11	4	2	2	-1	1	0.965	3.145	1.588	0.263	101664.0	4834530.0	189	256	1	None
41747	11	4	2	3	-1	1	0.920	3.200	1.486	0.251	257337.0	10329300.0	522	710	8	None
41763	11	4	3	3	-1	1	0.890	1.534	1.219	0.144	19558.7	534193.0	37	32	1	None
42003	11	5	2	3	-1	2	1.026	2.818	1.602	0.228	72227.4	3422120.0	115	214	2	None
42292	11	6	4	4	-1	2	1.102	2.901	1.533	0.209	20371.3	1469210.0	75	193	2	None
45825	12	4	1	1	-1	2	1.433	3.890	2.001	0.267	89596.4	1349960.0	89	104	0	None
45826	12	4	1	2	-1	2	1.310	3.428	1.959	0.261	310224.0	4712620.0	404	375	1	None
45842	12	4	2	2	-1	2	1.430	3.291	1.914	0.247	185964.0	2563580.0	218	182	0	None
45843	12	4	2	3	-1	2	1.411	2.566	1.865	0.212	87557.4	1127400.0	113	82	5	None
46099	12	5	2	3	-1	2	1.327	3.485	1.935	0.250	247738.0	5109150.0	390	389	1	None
46115	12	5	3	3	-1	2	1.291	4.010	1.907	0.260	187676.0	5155810.0	371	428	0	None
46116	12	5	3	4	-1	2	1.263	3.800	1.867	0.244	250401.0	5230580.0	548	554	2	None
46132	12	5	4	4	-1	2	1.276	2.525	1.739	0.199	45921.6	948236.0	139	111	1	None
46372	12	6	3	4	-1	2	1.437	2.550	2.009	0.217	19261.4	680365.0	38	80	1	None
46388	12	6	4	4	-1	2	1.163	3.127	1.894	0.252	213842.0	6023460.0	586	753	0	None
46389	12	6	4	5	-1	2	1.018	2.702	1.833	0.241	159114.0	6085470.0	650	821	1	None
46405	12	6	5	5	-1	2	1.052	4.095	1.807	0.259	156797.0	7061760.0	975	1355	0	None
46406	12	6	5	6	-1	2	1.162	2.256	1.636	0.213	9401.38	527224.0	127	199	0	None
46661	12	7	5	5	-1	2	1.480	3.075	1.958	0.213	26072.4	1388610.0	133	234	0	None
46662	12	7	5	6	-1	2	1.070	3.177	1.853	0.255	43476.1	2852760.0	443	869	0	None
46678	12	7	6	6	-1	1	0.948	2.723	1.853	0.266	54914.1	5770140.0	954	2481	0	None
46679	12	7	6	7	-1	2	1.099	2.942	1.915	0.267	3456.57	771013.0	148	662	0	None
46695	12	7	7	7	-1	1	0.914	2.579	1.913	0.243	1318.85	283559.0	61	372	0	None
